"id","sire","dam","gen","sex","tank","bwt","fwt","minl","period"
1095,561,706,2,1,3,153.5,123.7,604.3,3
1096,561,706,2,2,4,135.7,120.3,553.6,2
1097,561,614,2,1,4,154,197.1,583.7,3
1098,561,614,2,2,2,206.5,193.8,605.8,2
1099,561,614,2,1,3,175.6,118.5,644.2,2
1100,561,614,2,2,2,215,181.2,541.1,3
1101,561,614,2,1,3,166.7,133.9,656.8,2
1102,561,614,2,2,4,155,149.4,668.5,3
1103,561,614,2,1,4,140.3,138.7,571.3,3
1104,561,614,2,2,2,197.2,171.2,634,3
1105,561,598,2,1,3,142.6,109.2,607.9,2
1106,561,598,2,2,2,187.9,139.2,576.7,3
1107,561,598,2,1,3,142.3,108.2,621.1,3
1108,561,598,2,2,2,221.5,159.6,622.1,2
1109,561,598,2,1,2,182.6,154.4,649.3,3
1110,561,598,2,2,3,157.4,109.4,611.5,2
1111,561,598,2,1,4,159.1,135.4,588.8,3
1112,561,598,2,2,2,191.6,119.6,606.6,2
1113,561,596,2,1,3,164.7,126.8,651.2,2
1114,561,596,2,2,4,186.2,108.1,582.6,2
1115,561,596,2,1,3,184.6,173.4,641.7,2
1116,561,596,2,2,4,206,176,593.6,2
1117,561,596,2,1,3,192.5,172.1,618.8,3
1118,561,596,2,2,4,183.4,144.8,486.5,3
1119,561,596,2,1,2,209.5,170.8,698.6,2
1120,561,596,2,2,4,148.1,143.9,546.2,3
1121,501,504,2,1,2,171.8,145.2,601.5,2
1122,501,504,2,2,3,177.2,112.4,571.3,3
1123,501,504,2,1,4,217.4,159.2,591.8,2
1124,501,504,2,2,1,162.6,134.4,595.2,2
1125,501,504,2,1,2,235.6,168.9,631.1,3
1126,501,504,2,2,4,211,163.5,579.5,3
1127,501,504,2,1,3,163.1,154.9,611.7,2
1128,501,504,2,2,4,205.2,139,537.6,2
1129,501,404,2,1,3,162.5,166.7,651.6,2
1130,501,404,2,2,1,202.1,112.2,614.2,3
1131,501,404,2,1,2,188.6,129.4,623.2,3
1132,501,404,2,2,4,171.1,120.1,569.2,2
1133,501,404,2,1,2,205.3,162.3,665.1,2
1134,501,404,2,2,1,219.8,137,601.9,3
1135,501,404,2,1,2,195.7,182.3,616.8,2
1136,501,404,2,2,4,127.4,78.1,606.1,3
1137,501,502,2,1,2,171.8,145.1,646.5,3
1138,501,502,2,2,2,188.5,156.9,595.3,2
1139,501,502,2,1,1,200.5,150.4,620.3,2
1140,501,502,2,2,1,156.5,115.4,529.3,3
1141,501,502,2,1,3,171.9,151.3,630.9,3
1142,501,502,2,2,2,226,141.5,572.4,2
1143,501,502,2,1,3,162.2,134.2,580.7,2
1144,501,502,2,2,2,199.9,131.7,627.5,3
1145,501,512,2,1,3,189.1,171,658.8,3
1146,501,512,2,2,4,165.7,123.4,581,2
1147,501,512,2,1,4,198.1,121.7,595,3
1148,501,512,2,2,1,154.4,62.2,588.3,3
1149,501,512,2,1,1,152.3,141.5,609.1,2
1150,501,512,2,2,4,196,140.9,599,2
1151,501,512,2,1,3,218.3,124.5,690.1,2
1152,501,512,2,2,1,207.4,127.3,568.8,2
1153,501,500,2,1,3,121.1,101.1,643.8,3
1154,501,500,2,2,4,138.4,106.3,550.7,2
1155,501,500,2,1,1,173.5,138.2,655.9,3
1156,501,500,2,2,3,166.8,168.5,645.4,2
1157,501,500,2,1,1,215.5,180.8,668,3
1158,501,500,2,2,2,163.6,130,597.3,2
1159,501,500,2,1,2,152.9,177.7,644,2
1160,501,500,2,2,4,182.8,135.9,604.9,3
1161,505,690,2,1,4,165.9,169.1,587.4,3
1162,505,690,2,2,3,192.7,79.3,599.3,2
1163,505,690,2,1,3,112.6,110.1,625.1,3
1164,505,690,2,2,4,165.2,95.6,606,2
1165,505,690,2,1,2,209.8,112.9,625.6,3
1166,505,690,2,2,3,182.9,132.8,636.8,3
1167,505,690,2,1,3,180,152.7,680.6,2
1168,505,690,2,2,3,160.4,132.3,589.7,2
1169,505,562,2,1,2,177,135.2,674.8,3
1170,505,562,2,2,1,155.5,177.8,524.7,2
1171,505,562,2,1,2,165.4,118.3,639.9,2
1172,505,562,2,2,3,159.8,135.7,611.6,3
1173,505,562,2,1,1,209.5,173.5,589.2,2
1174,505,562,2,2,4,162.9,149.3,617.5,2
1175,505,562,2,1,4,151.4,183.6,584.9,2
1176,505,562,2,2,4,186.4,189.6,527.5,3
1177,505,748,2,1,4,135,121.4,616.2,3
1178,505,748,2,2,1,193.3,157.8,526.8,3
1179,505,748,2,1,2,161.7,175,651.3,2
1180,505,748,2,2,1,168.1,162.4,562.7,3
1181,505,748,2,1,2,170.6,162.3,631.1,3
1182,505,748,2,2,1,190.1,218.9,596.9,3
1183,505,748,2,1,2,221,195.1,565.2,3
1184,505,748,2,2,1,173.2,142.9,546.5,2
1185,505,696,2,1,4,167.8,212.5,604.7,3
1186,505,696,2,2,2,206.2,147.3,601.7,3
1187,505,696,2,1,3,129.3,131.5,646.2,3
1188,505,696,2,2,2,135.6,177.5,538.7,3
1189,505,696,2,1,1,150.8,149.7,643.6,3
1190,505,696,2,2,2,174.1,120.8,627.9,3
1191,505,696,2,1,4,175.8,189.6,596.9,3
1192,505,696,2,2,1,184.6,156.1,501.6,2
1193,505,406,2,1,3,193.4,138.8,589.2,3
1194,505,406,2,2,1,206.4,123.7,642.3,2
1195,505,406,2,1,3,164.5,157.7,630.6,3
1196,505,406,2,2,3,199.8,146.7,600.6,2
1197,505,406,2,1,3,205.3,175.3,649.1,2
1198,505,406,2,2,1,180.7,173.9,600.7,3
1199,505,406,2,1,2,186.2,169.5,605.5,3
1200,505,406,2,2,3,128.8,142.6,638.5,3
1201,1123,842,3,1,3,176.2,138.1,634.9,4
1202,1123,842,3,2,1,227,158.5,565.8,4
1203,1123,842,3,1,2,212.7,159.2,608.4,4
1204,1123,842,3,2,4,200.1,117.4,540.3,4
1205,1123,842,3,1,1,192.9,171,595.5,3
1206,1123,842,3,2,2,206.5,158.6,587.9,4
1207,1123,842,3,1,2,208.7,176.5,608.8,3
1208,1123,842,3,2,3,178.8,125,566.9,3
1209,1123,1142,3,1,4,177.6,181.9,564,3
1210,1123,1142,3,2,1,192.9,141.8,495.9,4
1211,1123,1142,3,1,2,171.4,160.5,536.7,3
1212,1123,1142,3,2,1,136.3,99.4,590.7,3
1213,1123,1142,3,1,2,186.8,170.3,553.3,4
1214,1123,1142,3,2,3,166.9,168.7,543.6,3
1215,1123,1142,3,1,2,213.6,201.5,585.5,3
1216,1123,1142,3,2,3,212.2,109.8,545,4
1217,1123,1176,3,1,1,203.6,206,577,3
1218,1123,1176,3,2,2,193.2,185,521.4,4
1219,1123,1176,3,1,1,175.1,147.8,636.8,4
1220,1123,1176,3,2,3,213.7,132.5,596.7,3
1221,1123,1176,3,1,4,198,154.4,538.9,4
1222,1123,1176,3,2,3,206.1,138.2,564.4,3
1223,1123,1176,3,1,3,178.1,131.5,576,3
1224,1123,1176,3,2,1,232,148.4,511.5,4
1225,1123,894,3,1,1,175,156.2,565.9,4
1226,1123,894,3,2,1,217.8,119,540,3
1227,1123,894,3,1,3,172.9,218.2,602.7,3
1228,1123,894,3,2,1,205.7,168.5,598.3,3
1229,1123,894,3,1,4,184.7,132,543.9,4
1230,1123,894,3,2,1,165.3,182.7,548.4,3
1231,1123,894,3,1,1,220.9,164.6,623.6,3
1232,1123,894,3,2,2,196.1,176,606.9,4
1233,1123,838,3,1,2,230.1,177.3,643.4,3
1234,1123,838,3,2,1,141.5,127.3,538.1,3
1235,1123,838,3,1,4,230.3,194.3,685.9,4
1236,1123,838,3,2,4,184.4,179.2,524.4,3
1237,1123,838,3,1,3,158.9,161.1,564.5,3
1238,1123,838,3,2,1,227.3,190.3,579.2,3
1239,1123,838,3,1,2,158.9,105,580.3,4
1240,1123,838,3,2,3,186,151.1,603.5,4
1241,903,1130,3,1,4,160,179.2,606,4
1242,903,1130,3,2,3,130.6,92.3,633.1,4
1243,903,1130,3,1,1,174.2,194.4,622.6,4
1244,903,1130,3,2,4,127.5,129,558.6,3
1245,903,1130,3,1,2,158.2,172.2,635.4,4
1246,903,1130,3,2,3,163.8,166,610.2,4
1247,903,1130,3,1,1,132.8,143.1,551.3,3
1248,903,1130,3,2,2,193.4,129.4,654.2,3
1249,903,1122,3,1,3,168.1,177,596.9,3
1250,903,1122,3,2,1,213,173.7,585.8,4
1251,903,1122,3,1,1,145,189,577.4,4
1252,903,1122,3,2,4,188.5,164.5,563.7,4
1253,903,1122,3,1,2,181.4,241.7,637.7,3
1254,903,1122,3,2,3,155.3,117.4,649,3
1255,903,1122,3,1,2,186,216.1,604.8,3
1256,903,1122,3,2,1,172.6,187.5,593.6,3
1257,903,834,3,1,3,176.4,154.2,567.7,4
1258,903,834,3,2,2,165.8,144.6,608,4
1259,903,834,3,1,1,178.5,159.5,571.5,4
1260,903,834,3,2,2,203.6,155,584.9,4
1261,903,834,3,1,3,172.2,170.4,590.2,4
1262,903,834,3,2,3,152.5,182.9,566.8,3
1263,903,834,3,1,4,152.2,201.2,530,3
1264,903,834,3,2,2,178.2,135.6,563.8,4
1265,903,956,3,1,2,161.8,188.8,612.8,3
1266,903,956,3,2,3,153.2,174.7,599.9,3
1267,903,956,3,1,3,182.1,167.1,625.5,3
1268,903,956,3,2,3,183,179.3,598.4,4
1269,903,956,3,1,3,160.9,195.2,564.6,3
1270,903,956,3,2,1,181.6,154.6,502.7,3
1271,903,956,3,1,3,174.2,188.6,657.7,4
1272,903,956,3,2,3,206.8,197.8,631.5,4
1273,903,912,3,1,4,197.5,143,597.9,3
1274,903,912,3,2,3,124.9,141.3,590.6,4
1275,903,912,3,1,1,131,133.7,644.6,4
1276,903,912,3,2,3,154.9,115.9,504.6,3
1277,903,912,3,1,2,151.9,161.2,645.2,4
1278,903,912,3,2,2,185.2,145.8,520.4,4
1279,903,912,3,1,2,194.8,149.7,652.5,4
1280,903,912,3,2,4,201.2,152.6,606,4
1281,1125,1128,3,1,2,152.8,139.8,573.2,4
1282,1125,1128,3,2,2,170.1,75.6,571.1,4
1283,1125,1128,3,1,4,186.4,163.3,603.2,4
1284,1125,1128,3,2,3,189.8,111.5,547.6,4
1285,1125,1128,3,1,4,156.6,154.9,563.4,3
1286,1125,1128,3,2,2,179.1,155.8,589.1,4
1287,1125,1128,3,1,1,136.6,82.4,599.4,3
1288,1125,1128,3,2,3,215.1,110.6,610.9,4
1289,1125,1124,3,1,3,158.8,162.7,618.9,3
1290,1125,1124,3,2,3,140,106.1,625.1,3
1291,1125,1124,3,1,1,182.1,123.3,636.1,3
1292,1125,1124,3,2,4,200.8,122.4,577.6,3
1293,1125,1124,3,1,3,128,135.3,656.8,3
1294,1125,1124,3,2,2,237,119.6,621.9,4
1295,1125,1124,3,1,3,137.1,94.2,636.4,3
1296,1125,1124,3,2,3,145.5,98.3,567.8,4
1297,1125,1020,3,1,2,192.2,162.1,609,4
1298,1125,1020,3,2,3,178.3,147.1,677.2,3
1299,1125,1020,3,1,4,169.4,118.6,555.3,4
1300,1125,1020,3,2,2,200.2,82.5,642,4
1301,1125,1020,3,1,4,165.6,139.5,609.9,3
1302,1125,1020,3,2,4,189.5,133.8,530.6,3
1303,1125,1020,3,1,3,172.5,125.6,647.8,4
1304,1125,1020,3,2,2,208.5,163.5,595.6,3
1305,1125,900,3,1,4,184.7,169.6,612.9,3
1306,1125,900,3,2,3,217.4,162.8,563.2,4
1307,1125,900,3,1,1,180.4,142.5,677.2,3
1308,1125,900,3,2,2,194.5,147.1,579,4
1309,1125,900,3,1,3,158.8,174.5,615,3
1310,1125,900,3,2,3,211.9,177.6,610.7,3
1311,1125,900,3,1,4,157.7,115,631.4,3
1312,1125,900,3,2,1,170,118.6,588.5,4
1313,1125,1194,3,1,4,171.8,162.9,652.6,3
1314,1125,1194,3,2,1,168.5,148.9,590.9,3
1315,1125,1194,3,1,1,222.5,163.1,656.2,4
1316,1125,1194,3,2,1,227.5,140,597.4,4
1317,1125,1194,3,1,4,176.6,157.3,633.1,3
1318,1125,1194,3,2,3,189.1,118.5,614.6,4
1319,1125,1194,3,1,2,212.9,165.4,584.1,4
1320,1125,1194,3,2,2,202.2,143.3,573.3,3
1321,1151,840,3,1,3,173,159.6,698.2,4
1322,1151,840,3,2,3,216.5,122.3,617,4
1323,1151,840,3,1,1,135.3,110.9,580.3,3
1324,1151,840,3,2,1,190.4,142.2,628.9,3
1325,1151,840,3,1,1,165,151.1,614.4,3
1326,1151,840,3,2,1,190.4,160.9,579,3
1327,1151,840,3,1,3,165.3,195,667.1,4
1328,1151,840,3,2,1,165.8,169.3,599,4
1329,1151,806,3,1,1,136.2,100.5,593.6,4
1330,1151,806,3,2,4,199.5,197.1,578.3,3
1331,1151,806,3,1,3,162.3,155.4,634.3,3
1332,1151,806,3,2,1,185.3,123.4,542.9,4
1333,1151,806,3,1,2,150.3,118.5,550.8,4
1334,1151,806,3,2,1,189.8,110.1,593.5,3
1335,1151,806,3,1,1,184.4,135.3,607,3
1336,1151,806,3,2,3,171.2,117.4,661.6,4
1337,1151,1100,3,1,2,194.2,199.9,590.7,3
1338,1151,1100,3,2,2,165.1,187.8,576.5,4
1339,1151,1100,3,1,1,184.5,121.8,537.3,3
1340,1151,1100,3,2,2,167.6,126.9,606.5,4
1341,1151,1100,3,1,1,185.4,114.6,619.4,4
1342,1151,1100,3,2,2,155.3,141.9,646,4
1343,1151,1100,3,1,1,199.1,147.5,638,3
1344,1151,1100,3,2,2,155.9,152.3,651.5,3
1345,1151,938,3,1,3,131.4,142.5,715.6,3
1346,1151,938,3,2,1,188.9,155.2,559.4,4
1347,1151,938,3,1,1,128,154.9,653.9,4
1348,1151,938,3,2,3,150.8,154.1,573.2,4
1349,1151,938,3,1,3,132.9,115.6,627.6,4
1350,1151,938,3,2,2,161.3,112.7,644.7,4
1351,1151,938,3,1,1,180.1,156.6,605.9,4
1352,1151,938,3,2,4,157.3,195.6,608.7,3
1353,1151,1116,3,1,1,166.7,153.6,522,4
1354,1151,1116,3,2,3,206.7,174.5,611.7,3
1355,1151,1116,3,1,1,209.6,177.8,657.1,4
1356,1151,1116,3,2,3,171.8,102.3,649,4
1357,1151,1116,3,1,4,159.6,150.7,580.4,3
1358,1151,1116,3,2,3,207.5,163.1,623.8,3
1359,1151,1116,3,1,3,200,177,626.7,3
1360,1151,1116,3,2,4,187.8,162.6,530.4,4
1361,835,1008,3,1,3,104.6,105.2,615.4,4
1362,835,1008,3,2,3,185.6,111.9,627,4
1363,835,1008,3,1,3,176.1,169.1,556.7,3
1364,835,1008,3,2,3,219.4,123.4,615.7,3
1365,835,1008,3,1,2,190.3,120.8,621.7,3
1366,835,1008,3,2,1,167.3,131.5,593,4
1367,835,1008,3,1,2,193.8,171.6,595.8,3
1368,835,1008,3,2,2,211.4,112,642.1,3
1369,835,906,3,1,3,107,142.8,606.5,4
1370,835,906,3,2,3,186.2,139,631.5,4
1371,835,906,3,1,3,174.5,123.9,632.7,4
1372,835,906,3,2,3,161.5,136.1,588.3,4
1373,835,906,3,1,2,193.5,216.7,601.9,3
1374,835,906,3,2,4,208.1,107.2,593.4,3
1375,835,906,3,1,1,188.3,155.5,607.6,4
1376,835,906,3,2,2,147.8,83.2,691.1,4
1377,835,1012,3,1,1,196.1,155.6,601.9,4
1378,835,1012,3,2,2,195.9,163.3,592.6,3
1379,835,1012,3,1,3,155,144.6,638.7,4
1380,835,1012,3,2,2,166.5,120.9,609,4
1381,835,1012,3,1,4,160.9,150.3,628.9,3
1382,835,1012,3,2,2,207.9,195.3,647,3
1383,835,1012,3,1,1,167.2,222.3,683.1,3
1384,835,1012,3,2,4,171.1,172.7,622.1,4
1385,835,1146,3,1,4,172.4,150.7,567,4
1386,835,1146,3,2,3,160.6,158.7,556.2,3
1387,835,1146,3,1,2,168.4,174.4,623,4
1388,835,1146,3,2,3,145.9,112.5,665.4,3
1389,835,1146,3,1,2,187.6,104.3,607.3,4
1390,835,1146,3,2,4,197,163.5,541.5,4
1391,835,1146,3,1,4,206,179.7,615.3,3
1392,835,1146,3,2,4,133.2,112.5,618,4
1393,835,904,3,1,3,171.4,101,610.1,4
1394,835,904,3,2,2,187,141.9,682.9,4
1395,835,904,3,1,3,203.8,202.8,653.2,4
1396,835,904,3,2,2,193.6,107,644.4,4
1397,835,904,3,1,1,156.4,162.7,578.1,4
1398,835,904,3,2,2,211.6,203.5,590.2,4
1399,835,904,3,1,1,163.1,108,621.1,4
1400,835,904,3,2,4,131.1,171.7,549.1,3
1401,1197,902,3,1,2,158.8,180.5,557.3,4
1402,1197,902,3,2,1,145.5,133.8,551.1,4
1403,1197,902,3,1,2,151.5,165.1,639.6,3
1404,1197,902,3,2,1,166.7,130.4,633.8,4
1405,1197,902,3,1,2,214.8,135.4,564.8,3
1406,1197,902,3,2,3,144.8,147.1,595.6,3
1407,1197,902,3,1,1,156.1,159.3,540.9,3
1408,1197,902,3,2,3,183.3,162.5,618.9,3
1409,1197,1152,3,1,4,193.7,138.4,547.6,4
1410,1197,1152,3,2,1,198.2,96.4,633.5,4
1411,1197,1152,3,1,1,203.8,154.5,552.5,4
1412,1197,1152,3,2,3,131.7,98.9,623.4,4
1413,1197,1152,3,1,2,162.5,192.3,566.3,4
1414,1197,1152,3,2,1,162.6,128.2,640,3
1415,1197,1152,3,1,3,185.8,156.3,615.5,4
1416,1197,1152,3,2,4,160.8,120.6,593.9,3
1417,1197,1144,3,1,2,149,148.7,605.5,4
1418,1197,1144,3,2,2,240.2,179.9,612.9,4
1419,1197,1144,3,1,2,207.1,135.5,635.4,3
1420,1197,1144,3,2,3,151.1,106,572.6,4
1421,1197,1144,3,1,2,163.6,116.5,600,4
1422,1197,1144,3,2,2,197.2,124.2,652.3,4
1423,1197,1144,3,1,3,189.6,149.5,648.3,4
1424,1197,1144,3,2,1,154.6,124.1,664.5,3
1425,1197,954,3,1,3,131.1,116.4,628.4,3
1426,1197,954,3,2,3,167.3,110.9,676,3
1427,1197,954,3,1,4,171.7,162.1,684.8,4
1428,1197,954,3,2,3,142.8,114.2,648.7,4
1429,1197,954,3,1,2,180.6,198.8,624.1,4
1430,1197,954,3,2,1,166.8,134.4,598.9,3
1431,1197,954,3,1,3,200.4,167,571.7,4
1432,1197,954,3,2,2,220.7,152.8,565,4
1433,1197,1030,3,1,1,186.5,140.2,639.7,4
1434,1197,1030,3,2,3,140,148.3,605.7,3
1435,1197,1030,3,1,1,162.7,141.5,605.7,3
1436,1197,1030,3,2,4,153.5,175.7,648.9,3
1437,1197,1030,3,1,4,186.2,171.2,583.8,4
1438,1197,1030,3,2,2,177.5,118.8,627.2,4
1439,1197,1030,3,1,2,180.3,130.8,606.7,4
1440,1197,1030,3,2,4,146.8,88.8,614.3,4
1441,1173,1126,3,1,3,157.4,128.6,598,4
1442,1173,1126,3,2,2,210.2,176.1,609.6,3
1443,1173,1126,3,1,1,205.2,170,583.6,3
1444,1173,1126,3,2,4,202.3,173.3,583.2,4
1445,1173,1126,3,1,2,206,179.4,732.8,3
1446,1173,1126,3,2,1,157.4,110.4,574.3,4
1447,1173,1126,3,1,2,216.9,174,619,3
1448,1173,1126,3,2,3,175.4,145,637.1,4
1449,1173,1108,3,1,1,208.6,159,593.1,4
1450,1173,1108,3,2,2,189.3,170.9,602.8,3
1451,1173,1108,3,1,4,149.6,139.9,544.7,3
1452,1173,1108,3,2,3,173.8,123,623.5,4
1453,1173,1108,3,1,2,197.1,167.6,614.3,3
1454,1173,1108,3,2,2,215.8,173.5,606.4,4
1455,1173,1108,3,1,1,203.2,171.7,595.2,3
1456,1173,1108,3,2,4,191,188.3,592.9,3
1457,1173,1150,3,1,3,192.8,148.1,628.7,4
1458,1173,1150,3,2,3,219.7,153.9,616.5,4
1459,1173,1150,3,1,2,152.3,237.2,588.7,4
1460,1173,1150,3,2,4,222.9,206.8,614.4,4
1461,1173,1150,3,1,2,202.2,173.4,558.8,4
1462,1173,1150,3,2,2,227.3,138.6,583.1,3
1463,1173,1150,3,1,3,171.7,103,599.6,3
1464,1173,1150,3,2,3,151.2,144.6,608,4
1465,1173,898,3,1,4,171.2,210.9,564.3,3
1466,1173,898,3,2,1,204,134.2,553.5,4
1467,1173,898,3,1,3,215.2,183.8,593.3,3
1468,1173,898,3,2,3,216.1,135.8,601.7,3
1469,1173,898,3,1,2,232.7,196.2,662.1,3
1470,1173,898,3,2,2,196.8,125.8,600.2,3
1471,1173,898,3,1,3,222.7,156.3,757.2,4
1472,1173,898,3,2,2,186.1,143.2,596.7,4
1473,1173,1132,3,1,2,172.9,159.3,563.7,3
1474,1173,1132,3,2,4,209.6,151.4,626.3,4
1475,1173,1132,3,1,2,194.2,154.7,567.6,3
1476,1173,1132,3,2,1,205.3,181.3,616.2,3
1477,1173,1132,3,1,4,215.8,217.4,599.2,3
1478,1173,1132,3,2,4,202.3,130.4,523.8,3
1479,1173,1132,3,1,1,184.4,100.3,572.4,4
1480,1173,1132,3,2,1,189.1,158.9,591.1,4
1481,1145,1114,3,1,2,242.1,175.4,620.8,4
1482,1145,1114,3,2,4,202.3,156.1,617.1,3
1483,1145,1114,3,1,1,148.4,125.7,589.5,3
1484,1145,1114,3,2,4,211.5,97.5,575.4,4
1485,1145,1114,3,1,4,175.7,189.9,577.3,3
1486,1145,1114,3,2,4,205.2,131.9,577.3,3
1487,1145,1114,3,1,3,172.3,185.3,643.2,4
1488,1145,1114,3,2,3,191.7,168.4,594.2,3
1489,1145,1196,3,1,1,158.4,168.4,606,3
1490,1145,1196,3,2,1,193.5,156.4,587.2,4
1491,1145,1196,3,1,1,191.6,129.1,606.5,3
1492,1145,1196,3,2,3,196.3,92.5,553.7,3
1493,1145,1196,3,1,2,183.2,149.6,545.5,3
1494,1145,1196,3,2,2,156.9,120.1,530.2,3
1495,1145,1196,3,1,2,198.4,117.4,583.6,3
1496,1145,1196,3,2,3,161.3,153,592.9,4
1497,1145,896,3,1,3,185.7,98.6,641.5,3
1498,1145,896,3,2,4,221.4,173.9,558.5,3
1499,1145,896,3,1,3,172,173.7,602.1,4
1500,1145,896,3,2,2,189.7,179.8,565.5,4
1501,1145,896,3,1,1,185.2,155,567.8,3
1502,1145,896,3,2,1,183.7,147.9,578.1,4
1503,1145,896,3,1,3,195.5,167.1,620.7,3
1504,1145,896,3,2,2,225.2,117.8,535.8,3
1505,1145,802,3,1,3,148.6,120.9,605.9,4
1506,1145,802,3,2,4,195.6,202.9,580.4,4
1507,1145,802,3,1,4,198.3,149,531.1,3
1508,1145,802,3,2,1,152,149.4,555,4
1509,1145,802,3,1,1,204.4,215.4,655,4
1510,1145,802,3,2,4,191.2,147.2,552.6,3
1511,1145,802,3,1,3,180.1,115.2,707.3,3
1512,1145,802,3,2,2,198.5,201.1,578.4,4
1513,1145,1134,3,1,3,193.9,124,670,4
1514,1145,1134,3,2,2,192.9,138.6,635.5,4
1515,1145,1134,3,1,1,165,150.8,662.2,3
1516,1145,1134,3,2,1,186.8,125.2,665.2,3
1517,1145,1134,3,1,1,205.3,173.7,606.6,3
1518,1145,1134,3,2,2,215.5,154.9,686.3,3
1519,1145,1134,3,1,3,125.4,141.6,597.9,3
1520,1145,1134,3,2,2,238.6,181.5,540,4
1521,837,832,3,1,4,161.4,166.3,494.6,4
1522,837,832,3,2,3,207.8,135.4,662.8,4
1523,837,832,3,1,3,169.7,137.7,628.3,3
1524,837,832,3,2,1,183.6,203.3,602.1,4
1525,837,832,3,1,4,202.4,164,614.2,4
1526,837,832,3,2,3,186.8,123.4,651.7,4
1527,837,832,3,1,4,200.1,144,612.9,4
1528,837,832,3,2,2,164.6,130.9,572,4
1529,837,910,3,1,1,187.5,142,620.7,4
1530,837,910,3,2,4,200.2,146.9,526.4,3
1531,837,910,3,1,4,173.9,144.5,589.6,3
1532,837,910,3,2,3,188.1,151.1,595.3,4
1533,837,910,3,1,4,186.4,98.6,565.8,3
1534,837,910,3,2,4,199.5,166.7,485,3
1535,837,910,3,1,4,199.2,150.9,606.3,3
1536,837,910,3,2,2,175.8,108.6,594.8,4
1537,837,1058,3,1,2,192.7,123.9,639.2,3
1538,837,1058,3,2,1,201.6,116.5,614,4
1539,837,1058,3,1,2,153.6,140.4,656.6,4
1540,837,1058,3,2,4,154.8,144,580.7,3
1541,837,1058,3,1,3,179.4,119.8,610.3,3
1542,837,1058,3,2,4,240,149.3,545.5,3
1543,837,1058,3,1,1,161.1,150.4,655,3
1544,837,1058,3,2,4,170.9,147.7,612.8,4
1545,837,822,3,1,1,201.5,167.8,580.2,4
1546,837,822,3,2,1,205.8,149.7,563.6,4
1547,837,822,3,1,2,185.6,174.3,607.3,3
1548,837,822,3,2,4,238.2,141.1,624.3,4
1549,837,822,3,1,1,201.4,211.7,581.8,4
1550,837,822,3,2,4,181.8,109.1,638.6,3
1551,837,822,3,1,3,192.4,186.5,627.3,4
1552,837,822,3,2,3,202.7,86.6,603.1,4
1553,837,1018,3,1,4,199.6,181.4,594.6,3
1554,837,1018,3,2,3,226.5,105.3,638.7,3
1555,837,1018,3,1,4,195.1,151.1,597.1,4
1556,837,1018,3,2,3,207.7,130.1,680.7,4
1557,837,1018,3,1,4,179.5,119.2,614.3,4
1558,837,1018,3,2,4,189.6,158.4,556.3,3
1559,837,1018,3,1,2,208,201.9,678.4,4
1560,837,1018,3,2,3,226.6,114.6,629.2,4
1561,1147,1024,3,1,3,224.1,129,619,3
1562,1147,1024,3,2,1,186.1,135.4,657.1,4
1563,1147,1024,3,1,2,184.6,155.9,633.7,4
1564,1147,1024,3,2,4,208.4,153.6,542.8,4
1565,1147,1024,3,1,3,178.6,135.5,596,3
1566,1147,1024,3,2,1,174.6,120.2,576.4,3
1567,1147,1024,3,1,4,175.7,145.5,630.4,4
1568,1147,1024,3,2,4,173.7,110.4,582,3
1569,1147,972,3,1,3,154,119.3,610.8,3
1570,1147,972,3,2,2,214,141.7,575.9,4
1571,1147,972,3,1,2,209,150.8,581.9,3
1572,1147,972,3,2,3,144.2,83.8,629.3,4
1573,1147,972,3,1,3,143.2,122.2,667.2,4
1574,1147,972,3,2,2,218,166.7,601,4
1575,1147,972,3,1,4,153.3,130.5,569.5,4
1576,1147,972,3,2,3,148.1,149.2,592.1,4
1577,1147,1138,3,1,1,181.4,170.9,524.9,4
1578,1147,1138,3,2,2,209.3,113,589.8,4
1579,1147,1138,3,1,1,206,167.6,613.5,3
1580,1147,1138,3,2,4,192.2,146.6,536.8,3
1581,1147,1138,3,1,2,198.9,121.1,599.1,3
1582,1147,1138,3,2,4,227.6,142.5,482.7,4
1583,1147,1138,3,1,1,189.8,180.3,572.8,3
1584,1147,1138,3,2,3,214.7,113.1,570.3,3
1585,1147,1162,3,1,3,180.4,135,665.5,3
1586,1147,1162,3,2,4,196.3,110.4,537.3,3
1587,1147,1162,3,1,4,200.1,154.3,639.2,3
1588,1147,1162,3,2,3,149.3,119.5,572.2,3
1589,1147,1162,3,1,3,206.7,139.1,612.8,4
1590,1147,1162,3,2,4,176.6,124.2,570.5,4
1591,1147,1162,3,1,1,207.6,105,580.4,4
1592,1147,1162,3,2,3,181.2,114.8,586.1,3
1593,1147,1032,3,1,4,160.9,156.6,608.1,3
1594,1147,1032,3,2,2,166.8,152.6,595,3
1595,1147,1032,3,1,2,203.3,169.7,636.7,3
1596,1147,1032,3,2,2,197.7,132.9,564.5,3
1597,1147,1032,3,1,1,233,184.1,557.9,4
1598,1147,1032,3,2,2,203.1,129.2,628.8,4
1599,1147,1032,3,1,1,226.1,183.5,639.8,3
1600,1147,1032,3,2,2,174.4,129.6,647.6,3
1601,1561,1482,4,1,4,140,149.6,616.4,4
1602,1561,1482,4,2,4,185,147.4,571,4
1603,1561,1482,4,1,4,228.5,144.7,581.1,4
1604,1561,1482,4,2,1,189.8,122.8,546,5
