"id","sire","dam","gen","genotype"
2387,1858,1841,5,2
2388,1858,1841,5,2
2389,1858,1841,5,2
2390,1858,1841,5,2
2391,1858,1841,5,2
2392,1858,1841,5,2
2393,1858,1744,5,2
2394,1858,1744,5,2
2395,1858,1744,5,2
2396,1858,1744,5,2
2397,1858,1744,5,2
2398,1858,1744,5,2
2399,1858,1744,5,2
2400,1858,1744,5,2
2401,2180,2136,6,2
2402,2180,2136,6,2
2403,2180,2136,6,2
2404,2180,2136,6,2
2405,2180,2136,6,2
2406,2180,2136,6,2
2407,2180,2136,6,2
2408,2180,2136,6,2
2409,2180,2056,6,2
2410,2180,2056,6,2
2411,2180,2056,6,2
2412,2180,2056,6,2
2413,2180,2056,6,2
2414,2180,2056,6,2
2415,2180,2056,6,2
2416,2180,2056,6,2
2417,2180,2164,6,2
2418,2180,2164,6,2
2419,2180,2164,6,2
2420,2180,2164,6,2
2421,2180,2164,6,2
2422,2180,2164,6,2
2423,2180,2164,6,2
2424,2180,2164,6,2
2425,2180,2248,6,2
2426,2180,2248,6,2
2427,2180,2248,6,2
2428,2180,2248,6,2
2429,2180,2248,6,2
2430,2180,2248,6,2
2431,2180,2248,6,2
2432,2180,2248,6,2
2433,2180,2245,6,2
2434,2180,2245,6,2
2435,2180,2245,6,2
2436,2180,2245,6,2
2437,2180,2245,6,2
2438,2180,2245,6,2
2439,2180,2245,6,2
2440,2180,2245,6,2
2441,2045,2363,6,2
2442,2045,2363,6,2
2443,2045,2363,6,2
2444,2045,2363,6,2
2445,2045,2363,6,2
2446,2045,2363,6,2
2447,2045,2363,6,2
2448,2045,2363,6,2
2449,2045,2041,6,2
2450,2045,2041,6,2
2451,2045,2041,6,2
2452,2045,2041,6,2
2453,2045,2041,6,2
2454,2045,2041,6,2
2455,2045,2041,6,2
2456,2045,2041,6,2
2457,2045,2260,6,2
2458,2045,2260,6,2
2459,2045,2260,6,2
2460,2045,2260,6,2
2461,2045,2260,6,2
2462,2045,2260,6,2
2463,2045,2260,6,2
2464,2045,2260,6,2
2465,2045,2079,6,2
2466,2045,2079,6,2
2467,2045,2079,6,2
2468,2045,2079,6,2
2469,2045,2079,6,2
2470,2045,2079,6,2
2471,2045,2079,6,2
2472,2045,2079,6,2
2473,2045,2353,6,2
2474,2045,2353,6,2
2475,2045,2353,6,2
2476,2045,2353,6,2
2477,2045,2353,6,2
2478,2045,2353,6,2
2479,2045,2353,6,2
2480,2045,2353,6,2
2481,2073,2396,6,2
2482,2073,2396,6,2
2483,2073,2396,6,2
2484,2073,2396,6,2
2485,2073,2396,6,2
2486,2073,2396,6,2
2487,2073,2396,6,2
2488,2073,2396,6,2
2489,2073,2324,6,2
2490,2073,2324,6,2
2491,2073,2324,6,2
2492,2073,2324,6,2
2493,2073,2324,6,2
2494,2073,2324,6,2
2495,2073,2324,6,2
2496,2073,2324,6,2
2497,2073,2189,6,2
2498,2073,2189,6,2
2499,2073,2189,6,2
2500,2073,2189,6,2
2501,2073,2189,6,2
2502,2073,2189,6,2
2503,2073,2189,6,2
2504,2073,2189,6,2
2505,2073,2279,6,2
2506,2073,2279,6,2
2507,2073,2279,6,2
2508,2073,2279,6,2
2509,2073,2279,6,2
2510,2073,2279,6,2
2511,2073,2279,6,2
2512,2073,2279,6,2
2513,2073,2021,6,2
2514,2073,2021,6,2
2515,2073,2021,6,2
2516,2073,2021,6,2
2517,2073,2021,6,2
2518,2073,2021,6,2
2519,2073,2021,6,2
2520,2073,2021,6,2
2521,2297,2319,6,2
2522,2297,2319,6,2
2523,2297,2319,6,2
2524,2297,2319,6,2
2525,2297,2319,6,2
2526,2297,2319,6,2
2527,2297,2319,6,2
2528,2297,2319,6,2
2529,2297,2223,6,2
2530,2297,2223,6,2
2531,2297,2223,6,2
2532,2297,2223,6,2
2533,2297,2223,6,2
2534,2297,2223,6,2
2535,2297,2223,6,2
2536,2297,2223,6,2
2537,2297,2183,6,2
2538,2297,2183,6,2
2539,2297,2183,6,2
2540,2297,2183,6,2
2541,2297,2183,6,2
2542,2297,2183,6,2
2543,2297,2183,6,2
2544,2297,2183,6,2
2545,2297,2085,6,2
2546,2297,2085,6,2
2547,2297,2085,6,2
2548,2297,2085,6,2
2549,2297,2085,6,2
2550,2297,2085,6,2
2551,2297,2085,6,2
2552,2297,2085,6,2
2553,2297,2123,6,2
2554,2297,2123,6,2
2555,2297,2123,6,2
2556,2297,2123,6,2
2557,2297,2123,6,2
2558,2297,2123,6,2
2559,2297,2123,6,2
2560,2297,2123,6,2
2561,2204,2054,6,2
2562,2204,2054,6,2
2563,2204,2054,6,2
2564,2204,2054,6,2
2565,2204,2054,6,2
2566,2204,2054,6,2
2567,2204,2054,6,2
2568,2204,2054,6,2
2569,2204,2116,6,2
2570,2204,2116,6,2
2571,2204,2116,6,2
2572,2204,2116,6,2
2573,2204,2116,6,2
2574,2204,2116,6,2
2575,2204,2116,6,2
2576,2204,2116,6,2
2577,2204,2300,6,2
2578,2204,2300,6,2
2579,2204,2300,6,2
2580,2204,2300,6,2
2581,2204,2300,6,2
2582,2204,2300,6,2
2583,2204,2300,6,2
2584,2204,2300,6,2
2585,2204,2115,6,2
2586,2204,2115,6,2
2587,2204,2115,6,2
2588,2204,2115,6,2
2589,2204,2115,6,2
2590,2204,2115,6,2
2591,2204,2115,6,2
2592,2204,2115,6,2
2593,2204,2261,6,2
2594,2204,2261,6,2
2595,2204,2261,6,2
2596,2204,2261,6,2
2597,2204,2261,6,2
2598,2204,2261,6,2
2599,2204,2261,6,2
2600,2204,2261,6,2
2601,2385,2087,6,2
2602,2385,2087,6,2
2603,2385,2087,6,2
2604,2385,2087,6,2
2605,2385,2087,6,2
2606,2385,2087,6,2
2607,2385,2087,6,2
2608,2385,2087,6,2
2609,2385,2178,6,2
2610,2385,2178,6,2
2611,2385,2178,6,2
2612,2385,2178,6,2
2613,2385,2178,6,2
2614,2385,2178,6,2
2615,2385,2178,6,2
2616,2385,2178,6,2
2617,2385,2290,6,2
2618,2385,2290,6,2
2619,2385,2290,6,2
2620,2385,2290,6,2
2621,2385,2290,6,2
2622,2385,2290,6,2
2623,2385,2290,6,2
2624,2385,2290,6,2
2625,2385,2051,6,2
2626,2385,2051,6,2
2627,2385,2051,6,2
2628,2385,2051,6,2
2629,2385,2051,6,2
2630,2385,2051,6,2
2631,2385,2051,6,2
2632,2385,2051,6,2
2633,2385,2195,6,2
2634,2385,2195,6,2
2635,2385,2195,6,2
2636,2385,2195,6,2
2637,2385,2195,6,2
2638,2385,2195,6,2
2639,2385,2195,6,2
2640,2385,2195,6,2
2641,2042,2047,6,2
2642,2042,2047,6,2
2643,2042,2047,6,2
2644,2042,2047,6,2
2645,2042,2047,6,2
2646,2042,2047,6,2
2647,2042,2047,6,2
2648,2042,2047,6,2
2649,2042,2022,6,2
2650,2042,2022,6,2
2651,2042,2022,6,2
2652,2042,2022,6,2
2653,2042,2022,6,2
2654,2042,2022,6,2
2655,2042,2022,6,2
2656,2042,2022,6,2
2657,2042,2111,6,2
2658,2042,2111,6,2
2659,2042,2111,6,2
2660,2042,2111,6,2
2661,2042,2111,6,2
2662,2042,2111,6,2
2663,2042,2111,6,2
2664,2042,2111,6,2
2665,2042,2058,6,2
2666,2042,2058,6,2
2667,2042,2058,6,2
2668,2042,2058,6,2
2669,2042,2058,6,2
2670,2042,2058,6,2
2671,2042,2058,6,2
2672,2042,2058,6,2
2673,2042,2375,6,2
2674,2042,2375,6,2
2675,2042,2375,6,2
2676,2042,2375,6,2
2677,2042,2375,6,2
2678,2042,2375,6,2
2679,2042,2375,6,2
2680,2042,2375,6,2
2681,2241,2224,6,2
2682,2241,2224,6,2
2683,2241,2224,6,2
2684,2241,2224,6,2
2685,2241,2224,6,2
2686,2241,2224,6,2
2687,2241,2224,6,2
2688,2241,2224,6,2
2689,2241,2295,6,2
2690,2241,2295,6,2
2691,2241,2295,6,2
2692,2241,2295,6,2
2693,2241,2295,6,2
2694,2241,2295,6,2
2695,2241,2295,6,2
2696,2241,2295,6,2
2697,2241,2019,6,2
2698,2241,2019,6,2
2699,2241,2019,6,2
2700,2241,2019,6,2
2701,2241,2019,6,2
2702,2241,2019,6,2
2703,2241,2019,6,2
2704,2241,2019,6,2
2705,2241,2124,6,2
2706,2241,2124,6,2
2707,2241,2124,6,2
2708,2241,2124,6,2
2709,2241,2124,6,2
2710,2241,2124,6,2
2711,2241,2124,6,2
2712,2241,2124,6,2
2713,2241,2182,6,2
2714,2241,2182,6,2
2715,2241,2182,6,2
2716,2241,2182,6,2
2717,2241,2182,6,2
2718,2241,2182,6,2
2719,2241,2182,6,2
2720,2241,2182,6,2
2721,2252,2152,6,2
2722,2252,2152,6,2
2723,2252,2152,6,2
2724,2252,2152,6,2
2725,2252,2152,6,2
2726,2252,2152,6,2
2727,2252,2152,6,2
2728,2252,2152,6,2
2729,2252,2348,6,2
2730,2252,2348,6,2
2731,2252,2348,6,2
2732,2252,2348,6,2
2733,2252,2348,6,2
2734,2252,2348,6,2
2735,2252,2348,6,2
2736,2252,2348,6,2
2737,2252,2280,6,2
2738,2252,2280,6,2
2739,2252,2280,6,2
2740,2252,2280,6,2
2741,2252,2280,6,2
2742,2252,2280,6,2
2743,2252,2280,6,2
2744,2252,2280,6,2
2745,2252,2069,6,2
2746,2252,2069,6,2
2747,2252,2069,6,2
2748,2252,2069,6,2
2749,2252,2069,6,2
2750,2252,2069,6,2
2751,2252,2069,6,2
2752,2252,2069,6,2
2753,2252,2186,6,2
2754,2252,2186,6,2
2755,2252,2186,6,2
2756,2252,2186,6,2
2757,2252,2186,6,2
2758,2252,2186,6,2
2759,2252,2186,6,2
2760,2252,2186,6,2
2761,2256,2001,6,2
2762,2256,2001,6,2
2763,2256,2001,6,2
2764,2256,2001,6,2
2765,2256,2001,6,2
2766,2256,2001,6,2
2767,2256,2001,6,2
2768,2256,2001,6,2
2769,2256,2379,6,2
2770,2256,2379,6,2
2771,2256,2379,6,2
2772,2256,2379,6,2
2773,2256,2379,6,2
2774,2256,2379,6,2
2775,2256,2379,6,2
2776,2256,2379,6,2
2777,2256,2068,6,2
2778,2256,2068,6,2
2779,2256,2068,6,2
2780,2256,2068,6,2
2781,2256,2068,6,2
2782,2256,2068,6,2
2783,2256,2068,6,2
2784,2256,2068,6,2
2785,2256,2043,6,2
2786,2256,2043,6,2
2787,2256,2043,6,2
2788,2256,2043,6,2
2789,2256,2043,6,2
2790,2256,2043,6,2
2791,2256,2043,6,2
2792,2256,2043,6,2
2793,2256,2139,6,2
2794,2256,2139,6,2
2795,2256,2139,6,2
2796,2256,2139,6,2
2797,2256,2139,6,2
2798,2256,2139,6,2
2799,2256,2139,6,2
2800,2256,2139,6,2
2801,2450,2498,7,2
2802,2450,2498,7,2
2803,2450,2498,7,2
2804,2450,2498,7,2
2805,2450,2498,7,2
2806,2450,2498,7,2
2807,2450,2498,7,2
2808,2450,2498,7,2
2809,2450,2786,7,2
2810,2450,2786,7,2
2811,2450,2786,7,2
2812,2450,2786,7,2
2813,2450,2786,7,2
2814,2450,2786,7,2
2815,2450,2786,7,2
2816,2450,2786,7,2
2817,2450,2631,7,2
2818,2450,2631,7,2
2819,2450,2631,7,2
2820,2450,2631,7,2
2821,2450,2631,7,2
2822,2450,2631,7,2
2823,2450,2631,7,2
2824,2450,2631,7,2
2825,2450,2413,7,2
2826,2450,2413,7,2
2827,2450,2413,7,2
2828,2450,2413,7,2
2829,2450,2413,7,2
2830,2450,2413,7,2
2831,2450,2413,7,2
2832,2450,2413,7,2
2833,2450,2648,7,2
2834,2450,2648,7,2
2835,2450,2648,7,2
2836,2450,2648,7,2
2837,2450,2648,7,2
2838,2450,2648,7,2
2839,2450,2648,7,2
2840,2450,2648,7,2
2841,2716,2455,7,2
2842,2716,2455,7,2
2843,2716,2455,7,2
2844,2716,2455,7,2
2845,2716,2455,7,2
2846,2716,2455,7,2
2847,2716,2455,7,2
2848,2716,2455,7,2
2849,2716,2611,7,2
2850,2716,2611,7,2
2851,2716,2611,7,2
2852,2716,2611,7,2
2853,2716,2611,7,2
2854,2716,2611,7,2
2855,2716,2611,7,2
2856,2716,2611,7,2
2857,2716,2788,7,2
2858,2716,2788,7,2
2859,2716,2788,7,2
2860,2716,2788,7,2
2861,2716,2788,7,2
2862,2716,2788,7,2
2863,2716,2788,7,2
2864,2716,2788,7,2
2865,2716,2683,7,2
2866,2716,2683,7,2
2867,2716,2683,7,2
2868,2716,2683,7,2
2869,2716,2683,7,2
2870,2716,2683,7,2
2871,2716,2683,7,2
2872,2716,2683,7,2
2873,2716,2674,7,2
2874,2716,2674,7,2
2875,2716,2674,7,2
2876,2716,2674,7,2
2877,2716,2674,7,2
2878,2716,2674,7,2
2879,2716,2674,7,2
2880,2716,2674,7,2
2881,2787,2622,7,2
2882,2787,2622,7,2
2883,2787,2622,7,2
2884,2787,2622,7,2
2885,2787,2622,7,2
2886,2787,2622,7,2
2887,2787,2622,7,2
2888,2787,2622,7,2
2889,2787,2755,7,2
2890,2787,2755,7,2
2891,2787,2755,7,2
2892,2787,2755,7,2
2893,2787,2755,7,2
2894,2787,2755,7,2
2895,2787,2755,7,2
2896,2787,2755,7,2
2897,2787,2470,7,2
2898,2787,2470,7,2
2899,2787,2470,7,2
2900,2787,2470,7,2
2901,2787,2470,7,2
2902,2787,2470,7,2
2903,2787,2470,7,2
2904,2787,2470,7,2
2905,2787,2796,7,2
2906,2787,2796,7,2
2907,2787,2796,7,2
2908,2787,2796,7,2
2909,2787,2796,7,2
2910,2787,2796,7,2
2911,2787,2796,7,2
2912,2787,2796,7,2
2913,2787,2759,7,2
2914,2787,2759,7,2
2915,2787,2759,7,2
2916,2787,2759,7,2
2917,2787,2759,7,2
2918,2787,2759,7,2
2919,2787,2759,7,2
2920,2787,2759,7,2
2921,2673,2625,7,2
2922,2673,2625,7,2
2923,2673,2625,7,2
2924,2673,2625,7,2
2925,2673,2625,7,2
2926,2673,2625,7,2
2927,2673,2625,7,2
2928,2673,2625,7,2
2929,2673,2522,7,2
2930,2673,2522,7,2
2931,2673,2522,7,2
2932,2673,2522,7,2
2933,2673,2522,7,2
2934,2673,2522,7,2
2935,2673,2522,7,2
2936,2673,2522,7,2
2937,2673,2499,7,2
2938,2673,2499,7,2
2939,2673,2499,7,2
2940,2673,2499,7,2
2941,2673,2499,7,2
2942,2673,2499,7,2
2943,2673,2499,7,2
2944,2673,2499,7,2
2945,2673,2671,7,2
2946,2673,2671,7,2
2947,2673,2671,7,2
2948,2673,2671,7,2
2949,2673,2671,7,2
2950,2673,2671,7,2
2951,2673,2671,7,2
2952,2673,2671,7,2
2953,2673,2582,7,2
2954,2673,2582,7,2
2955,2673,2582,7,2
2956,2673,2582,7,2
2957,2673,2582,7,2
2958,2673,2582,7,2
2959,2673,2582,7,2
2960,2673,2582,7,2
2961,2429,2402,7,2
2962,2429,2402,7,2
2963,2429,2402,7,2
2964,2429,2402,7,2
2965,2429,2402,7,2
2966,2429,2402,7,2
2967,2429,2402,7,2
2968,2429,2402,7,2
2969,2429,2567,7,2
2970,2429,2567,7,2
2971,2429,2567,7,2
2972,2429,2567,7,2
2973,2429,2567,7,2
2974,2429,2567,7,2
2975,2429,2567,7,2
2976,2429,2567,7,2
2977,2429,2432,7,2
2978,2429,2432,7,2
2979,2429,2432,7,2
2980,2429,2432,7,2
2981,2429,2432,7,2
2982,2429,2432,7,2
2983,2429,2432,7,2
2984,2429,2432,7,2
2985,2429,2697,7,2
2986,2429,2697,7,2
2987,2429,2697,7,2
2988,2429,2697,7,2
2989,2429,2697,7,2
2990,2429,2697,7,2
2991,2429,2697,7,2
2992,2429,2697,7,2
2993,2429,2721,7,2
2994,2429,2721,7,2
2995,2429,2721,7,2
2996,2429,2721,7,2
2997,2429,2721,7,2
2998,2429,2721,7,2
2999,2429,2721,7,2
3000,2429,2721,7,2
3001,2519,2518,7,2
3002,2519,2518,7,2
3003,2519,2518,7,2
3004,2519,2518,7,2
3005,2519,2518,7,2
3006,2519,2518,7,2
3007,2519,2518,7,2
3008,2519,2518,7,2
3009,2519,2777,7,2
3010,2519,2777,7,2
3011,2519,2777,7,2
3012,2519,2777,7,2
3013,2519,2777,7,2
3014,2519,2777,7,2
3015,2519,2777,7,2
3016,2519,2777,7,2
3017,2519,2427,7,2
3018,2519,2427,7,2
3019,2519,2427,7,2
3020,2519,2427,7,2
3021,2519,2427,7,2
3022,2519,2427,7,2
3023,2519,2427,7,2
3024,2519,2427,7,2
3025,2519,2694,7,2
3026,2519,2694,7,2
3027,2519,2694,7,2
3028,2519,2694,7,2
3029,2519,2694,7,2
3030,2519,2694,7,2
3031,2519,2694,7,2
3032,2519,2694,7,2
3033,2519,2709,7,2
3034,2519,2709,7,2
3035,2519,2709,7,2
3036,2519,2709,7,2
3037,2519,2709,7,2
3038,2519,2709,7,2
3039,2519,2709,7,2
3040,2519,2709,7,2
3041,2415,2558,7,2
3042,2415,2558,7,2
3043,2415,2558,7,2
3044,2415,2558,7,2
3045,2415,2558,7,2
3046,2415,2558,7,2
3047,2415,2558,7,2
3048,2415,2558,7,2
3049,2415,2636,7,2
3050,2415,2636,7,2
3051,2415,2636,7,2
3052,2415,2636,7,2
3053,2415,2636,7,2
3054,2415,2636,7,2
3055,2415,2636,7,2
3056,2415,2636,7,2
3057,2415,2563,7,2
3058,2415,2563,7,2
3059,2415,2563,7,2
3060,2415,2563,7,2
3061,2415,2563,7,2
3062,2415,2563,7,2
3063,2415,2563,7,2
3064,2415,2563,7,2
3065,2415,2718,7,2
3066,2415,2718,7,2
3067,2415,2718,7,2
3068,2415,2718,7,2
3069,2415,2718,7,2
3070,2415,2718,7,2
3071,2415,2718,7,2
3072,2415,2718,7,2
3073,2415,2552,7,2
3074,2415,2552,7,2
3075,2415,2552,7,2
3076,2415,2552,7,2
3077,2415,2552,7,2
3078,2415,2552,7,2
3079,2415,2552,7,2
3080,2415,2552,7,2
3081,2493,2754,7,2
3082,2493,2754,7,2
3083,2493,2754,7,2
3084,2493,2754,7,2
3085,2493,2754,7,2
3086,2493,2754,7,2
3087,2493,2754,7,2
3088,2493,2754,7,2
3089,2493,2554,7,2
3090,2493,2554,7,2
3091,2493,2554,7,2
3092,2493,2554,7,2
3093,2493,2554,7,2
3094,2493,2554,7,2
3095,2493,2554,7,2
3096,2493,2554,7,2
3097,2493,2517,7,2
3098,2493,2517,7,2
3099,2493,2517,7,2
3100,2493,2517,7,2
3101,2493,2517,7,2
3102,2493,2517,7,2
3103,2493,2517,7,2
3104,2493,2517,7,2
3105,2493,2414,7,2
3106,2493,2414,7,2
3107,2493,2414,7,2
3108,2493,2414,7,2
3109,2493,2414,7,2
3110,2493,2414,7,2
3111,2493,2414,7,2
3112,2493,2414,7,2
3113,2493,2665,7,2
3114,2493,2665,7,2
3115,2493,2665,7,2
3116,2493,2665,7,2
3117,2493,2665,7,2
3118,2493,2665,7,2
3119,2493,2665,7,2
3120,2493,2665,7,2
3121,2632,2540,7,2
3122,2632,2540,7,2
3123,2632,2540,7,2
3124,2632,2540,7,2
3125,2632,2540,7,2
3126,2632,2540,7,2
3127,2632,2540,7,2
3128,2632,2540,7,2
3129,2632,2660,7,2
3130,2632,2660,7,2
3131,2632,2660,7,2
3132,2632,2660,7,2
3133,2632,2660,7,2
3134,2632,2660,7,2
3135,2632,2660,7,2
3136,2632,2660,7,2
3137,2632,2748,7,2
3138,2632,2748,7,2
3139,2632,2748,7,2
3140,2632,2748,7,2
3141,2632,2748,7,2
3142,2632,2748,7,2
3143,2632,2748,7,2
3144,2632,2748,7,2
3145,2632,2501,7,2
3146,2632,2501,7,2
3147,2632,2501,7,2
3148,2632,2501,7,2
3149,2632,2501,7,2
3150,2632,2501,7,2
3151,2632,2501,7,2
3152,2632,2501,7,2
3153,2632,2478,7,2
3154,2632,2478,7,2
3155,2632,2478,7,2
3156,2632,2478,7,2
3157,2632,2478,7,2
3158,2632,2478,7,2
3159,2632,2478,7,2
3160,2632,2478,7,2
3161,2616,2653,7,2
3162,2616,2653,7,2
3163,2616,2653,7,2
3164,2616,2653,7,2
3165,2616,2653,7,2
3166,2616,2653,7,2
3167,2616,2653,7,2
3168,2616,2653,7,2
3169,2616,2465,7,2
3170,2616,2465,7,2
3171,2616,2465,7,2
3172,2616,2465,7,2
3173,2616,2465,7,2
3174,2616,2465,7,2
3175,2616,2465,7,2
3176,2616,2465,7,2
3177,2616,2649,7,2
3178,2616,2649,7,2
3179,2616,2649,7,2
3180,2616,2649,7,2
3181,2616,2649,7,2
3182,2616,2649,7,2
3183,2616,2649,7,2
3184,2616,2649,7,2
3185,2616,2454,7,2
3186,2616,2454,7,2
3187,2616,2454,7,2
3188,2616,2454,7,2
3189,2616,2454,7,2
3190,2616,2454,7,2
3191,2616,2454,7,2
3192,2616,2454,7,2
3193,2616,2469,7,2
3194,2616,2469,7,2
3195,2616,2469,7,2
3196,2616,2469,7,2
3197,2616,2469,7,2
3198,2616,2469,7,2
3199,2616,2469,7,2
3200,2616,2469,7,2
3201,3072,2879,8,2
3202,3072,2879,8,2
3203,3072,2879,8,2
3204,3072,2879,8,2
3205,3072,2879,8,2
3206,3072,2879,8,2
3207,3072,2879,8,2
3208,3072,2879,8,2
3209,3072,3194,8,2
3210,3072,3194,8,2
3211,3072,3194,8,2
3212,3072,3194,8,2
3213,3072,3194,8,2
3214,3072,3194,8,2
3215,3072,3194,8,2
3216,3072,3194,8,2
3217,3072,2929,8,2
3218,3072,2929,8,2
3219,3072,2929,8,2
3220,3072,2929,8,2
3221,3072,2929,8,2
3222,3072,2929,8,2
3223,3072,2929,8,2
3224,3072,2929,8,2
3225,3072,2921,8,2
3226,3072,2921,8,2
3227,3072,2921,8,2
3228,3072,2921,8,2
3229,3072,2921,8,2
3230,3072,2921,8,2
3231,3072,2921,8,2
3232,3072,2921,8,2
3233,3072,3122,8,2
3234,3072,3122,8,2
3235,3072,3122,8,2
3236,3072,3122,8,2
3237,3072,3122,8,2
3238,3072,3122,8,2
3239,3072,3122,8,2
3240,3072,3122,8,2
3241,2941,2816,8,2
3242,2941,2816,8,2
3243,2941,2816,8,2
3244,2941,2816,8,2
3245,2941,2816,8,2
3246,2941,2816,8,2
3247,2941,2816,8,2
3248,2941,2816,8,2
3249,2941,3066,8,2
3250,2941,3066,8,2
3251,2941,3066,8,2
3252,2941,3066,8,2
3253,2941,3066,8,2
3254,2941,3066,8,2
3255,2941,3066,8,2
3256,2941,3066,8,2
3257,2941,2813,8,2
3258,2941,2813,8,2
3259,2941,2813,8,2
3260,2941,2813,8,2
3261,2941,2813,8,2
3262,2941,2813,8,2
3263,2941,2813,8,2
3264,2941,2813,8,2
3265,2941,3149,8,2
3266,2941,3149,8,2
3267,2941,3149,8,2
3268,2941,3149,8,2
3269,2941,3149,8,2
3270,2941,3149,8,2
3271,2941,3149,8,2
3272,2941,3149,8,2
3273,2941,3173,8,2
3274,2941,3173,8,2
3275,2941,3173,8,2
3276,2941,3173,8,2
3277,2941,3173,8,2
3278,2941,3173,8,2
3279,2941,3173,8,2
3280,2941,3173,8,2
3281,3071,2819,8,2
3282,3071,2819,8,2
3283,3071,2819,8,2
3284,3071,2819,8,2
3285,3071,2819,8,2
3286,3071,2819,8,2
3287,3071,2819,8,2
3288,3071,2819,8,2
3289,3071,3026,8,2
3290,3071,3026,8,2
3291,3071,3026,8,2
3292,3071,3026,8,2
3293,3071,3026,8,2
3294,3071,3026,8,2
3295,3071,3026,8,2
3296,3071,3026,8,2
3297,3071,2911,8,2
3298,3071,2911,8,2
3299,3071,2911,8,2
3300,3071,2911,8,2
3301,3071,2911,8,2
3302,3071,2911,8,2
3303,3071,2911,8,2
3304,3071,2911,8,2
3305,3071,2917,8,2
3306,3071,2917,8,2
3307,3071,2917,8,2
3308,3071,2917,8,2
3309,3071,2917,8,2
3310,3071,2917,8,2
3311,3071,2917,8,2
3312,3071,2917,8,2
3313,3071,2891,8,2
3314,3071,2891,8,2
3315,3071,2891,8,2
3316,3071,2891,8,2
3317,3071,2891,8,2
3318,3071,2891,8,2
3319,3071,2891,8,2
3320,3071,2891,8,2
3321,3124,3120,8,2
3322,3124,3120,8,2
3323,3124,3120,8,2
3324,3124,3120,8,2
3325,3124,3120,8,2
3326,3124,3120,8,2
3327,3124,3120,8,2
3328,3124,3120,8,2
3329,3124,2839,8,2
3330,3124,2839,8,2
3331,3124,2839,8,2
3332,3124,2839,8,2
3333,3124,2839,8,2
3334,3124,2839,8,2
3335,3124,2839,8,2
3336,3124,2839,8,2
3337,3124,2934,8,2
3338,3124,2934,8,2
3339,3124,2934,8,2
3340,3124,2934,8,2
3341,3124,2934,8,2
3342,3124,2934,8,2
3343,3124,2934,8,2
3344,3124,2934,8,2
3345,3124,2815,8,2
3346,3124,2815,8,2
3347,3124,2815,8,2
3348,3124,2815,8,2
3349,3124,2815,8,2
3350,3124,2815,8,2
3351,3124,2815,8,2
3352,3124,2815,8,2
3353,3124,2909,8,2
3354,3124,2909,8,2
3355,3124,2909,8,2
3356,3124,2909,8,2
3357,3124,2909,8,2
3358,3124,2909,8,2
3359,3124,2909,8,2
3360,3124,2909,8,2
3361,2818,3023,8,2
3362,2818,3023,8,2
3363,2818,3023,8,2
3364,2818,3023,8,2
3365,2818,3023,8,2
3366,2818,3023,8,2
3367,2818,3023,8,2
3368,2818,3023,8,2
3369,2818,3143,8,2
3370,2818,3143,8,2
3371,2818,3143,8,2
3372,2818,3143,8,2
3373,2818,3143,8,2
3374,2818,3143,8,2
3375,2818,3143,8,2
3376,2818,3143,8,2
3377,2818,2878,8,2
3378,2818,2878,8,2
3379,2818,2878,8,2
3380,2818,2878,8,2
3381,2818,2878,8,2
3382,2818,2878,8,2
3383,2818,2878,8,2
3384,2818,2878,8,2
3385,2818,2856,8,2
3386,2818,2856,8,2
3387,2818,2856,8,2
3388,2818,2856,8,2
3389,2818,2856,8,2
3390,2818,2856,8,2
3391,2818,2856,8,2
3392,2818,2856,8,2
3393,2818,3014,8,2
3394,2818,3014,8,2
3395,2818,3014,8,2
3396,2818,3014,8,2
3397,2818,3014,8,2
3398,2818,3014,8,2
3399,2818,3014,8,2
3400,2818,3014,8,2
3401,2918,2898,8,2
3402,2918,2898,8,2
3403,2918,2898,8,2
3404,2918,2898,8,2
3405,2918,2898,8,2
3406,2918,2898,8,2
3407,2918,2898,8,2
3408,2918,2898,8,2
3409,2918,2913,8,2
3410,2918,2913,8,2
3411,2918,2913,8,2
3412,2918,2913,8,2
3413,2918,2913,8,2
3414,2918,2913,8,2
3415,2918,2913,8,2
3416,2918,2913,8,2
3417,2918,2821,8,2
3418,2918,2821,8,2
3419,2918,2821,8,2
3420,2918,2821,8,2
3421,2918,2821,8,2
3422,2918,2821,8,2
3423,2918,2821,8,2
3424,2918,2821,8,2
3425,2918,2817,8,2
3426,2918,2817,8,2
3427,2918,2817,8,2
3428,2918,2817,8,2
3429,2918,2817,8,2
3430,2918,2817,8,2
3431,2918,2817,8,2
3432,2918,2817,8,2
3433,2918,3131,8,2
3434,2918,3131,8,2
3435,2918,3131,8,2
3436,2918,3131,8,2
3437,2918,3131,8,2
3438,2918,3131,8,2
3439,2918,3131,8,2
3440,2918,3131,8,2
3441,3134,3172,8,2
3442,3134,3172,8,2
3443,3134,3172,8,2
3444,3134,3172,8,2
3445,3134,3172,8,2
3446,3134,3172,8,2
3447,3134,3172,8,2
3448,3134,3172,8,2
3449,3134,2963,8,2
3450,3134,2963,8,2
3451,3134,2963,8,2
3452,3134,2963,8,2
3453,3134,2963,8,2
3454,3134,2963,8,2
3455,3134,2963,8,2
3456,3134,2963,8,2
3457,3134,3147,8,2
3458,3134,3147,8,2
3459,3134,3147,8,2
3460,3134,3147,8,2
3461,3134,3147,8,2
